Location ID,Latitude,Longitude,Equipment Lane Count,Lane Count,Electricity Number,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Billing Date,Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period,Unnamed: 21,Station
05FR113S,24.733789,121.782022,2,1,03-47-7781-98-5,2024-07,3075,DT14,B,2024-05-08,2024-07-04,2024-07-11,G08,60,3075,60,2067,3202,3317,58,05F-R11.3SN,樹林
05FR113S,24.733789,121.782022,2,1,03-47-7781-98-5,2024-09,3405,DT14,B,2024-07-05,2024-09-05,2024-09-12,G08,61,3405,60,2500,3317,3276,63,05F-R11.3SN,樹林
05FR113S,24.733789,121.782022,2,1,03-47-7781-98-5,2024-11,3185,DT14,B,2024-09-06,2024-11-06,2024-11-13,G08,64,3185,61,2430,3276,3208,62,05F-R11.3SN,樹林
05F0287S,24.842714,121.789183,3,2,03-49-5649-70-9,2024-05,3163,DD31,H,2024-03-19,2024-05-20,2024-05-27,G08,58,3163,58,1550,3004,3143,63,05F-028.7SN,樹林
05F0287S,24.842714,121.789183,3,2,03-49-5649-70-9,2024-07,3025,DD31,H,2024-05-21,2024-07-17,2024-07-24,G08,62,3025,58,1904,3143,3238,58,05F-028.7SN,樹林
05F0287S,24.842714,121.789183,3,2,03-49-5649-70-9,2024-09,3383,DD31,H,2024-07-18,2024-09-19,2024-09-26,G08,61,3383,62,2343,3238,3043,64,05F-028.7SN,樹林
05F0287S,24.842714,121.789183,3,2,03-49-5649-70-9,2024-11,3065,DD31,H,2024-09-20,2024-11-19,2024-11-26,G08,64,3065,61,1731,3043,3068,61,05F-028.7SN,樹林
,,,,,03-49-6256-01-3,2024-05,1752,DI27,A,2024-04-15,2024-05-15,2024-05-22, ,28,1752,28,無,1564,1681,31,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-06,1687,DD27,A,2024-05-16,2024-06-13,2024-06-24, ,32,1687,28,無,1681,2243,29,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-07,2299,DD27,A,2024-06-14,2024-07-14,2024-07-19, ,29,2299,32,無,2243,2211,31,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-08,2197,DD27,A,2024-07-15,2024-08-14,2024-08-21, ,33,2197,29,無,2211,2337,31,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-09,2202,DD27,A,2024-08-15,2024-09-15,2024-09-23, ,31,2202,33,無,2337,2131,32,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-10,1788,DD27,A,2024-09-16,2024-10-15,2024-10-22, ,28,1788,31,無,2131,1616,30,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-11,1438,DD27,A,2024-10-16,2024-11-14,2024-11-21, ,32,1438,28,無,1616,1700,30,頭城收費站,樹林
,,,,,03-49-6256-01-3,2024-12,1240,DD27,A,2024-11-15,2024-12-15,2024-12-20, ,32,1240,32,無,1700,1559,31,頭城收費站,樹林
05F0439S,24.710683,121.789461,3,2,03-60-6357-20-4,2024-06,1819,DM21,C,2024-04-10,2024-06-10,2024-06-19,G08,59,1819,56,2891,1557,1920,62,05F-043.9S,樹林
05F0439S,24.710683,121.789461,3,2,03-60-6357-20-4,2024-08,2116,DM21,C,2024-06-11,2024-08-11,2024-08-16,G08,62,2116,59,3457,1920,1927,62,05F-043.9S,樹林
05F0439S,24.710683,121.789461,3,2,03-60-6357-20-4,2024-10,1918,DM21,C,2024-08-12,2024-10-10,2024-10-17,G08,62,1918,62,3187,1927,1810,60,05F-043.9S,樹林
05F0439S,24.710683,121.789461,3,2,03-60-6357-20-4,2024-12,1851,DM21,C,2024-10-11,2024-12-10,2024-12-17,G08,62,1851,62,2820,1810,1708,61,05F-043.9S,樹林
05F0438N,24.711028,121.789478,3,2,03-60-6357-30-6,2024-06,1962,DM21,C,2024-04-10,2024-06-10,2024-06-19,G08,59,1962,56,2891,1822,2228,62,05F-043.8N,樹林
05F0438N,24.711028,121.789478,3,2,03-60-6357-30-6,2024-08,2238,DM21,C,2024-06-11,2024-08-11,2024-08-16,G08,62,2238,59,3457,2228,2188,62,05F-043.8N,樹林
05F0438N,24.711028,121.789478,3,2,03-60-6357-30-6,2024-10,2116,DM21,C,2024-08-12,2024-10-10,2024-10-17,G08,62,2116,62,3187,2188,2023,60,05F-043.8N,樹林
05F0438N,24.711028,121.789478,3,2,03-60-6357-30-6,2024-12,2012,DM21,C,2024-10-11,2024-12-10,2024-12-17,G08,62,2012,62,2820,2023,1909,61,05F-043.8N,樹林
01F0532S,25.012944,121.266194,4,4,04-20-4811-97-3,2024-06,3827,EP29,B,2024-04-12,2024-06-12,2024-06-21,B13,61,3827,56,3865,3372,3741,62,01F-053.2SN,楊梅
01F0532S,25.012944,121.266194,4,4,04-20-4811-97-3,2024-08,4038,EP29,B,2024-06-13,2024-08-13,2024-08-20,B13,64,4038,61,5063,3741,3914,62,01F-053.2SN,楊梅
01F0532S,25.012944,121.266194,4,4,04-20-4811-97-3,2024-10,3997,EP29,B,2024-08-14,2024-10-14,2024-10-21,B13,58,3997,64,4615,3914,3444,62,01F-053.2SN,楊梅
01F0532S,25.012944,121.266194,4,4,04-20-4811-97-3,2024-12,3646,EP29,B,2024-10-15,2024-12-12,2024-12-19,B13,69,3646,58,3468,3444,4083,59,01F-053.2SN,楊梅
01F0467S,25.047075,121.317761,5,4,04-21-1560-96-4,2024-05,4298,OY34,B,2024-03-14,2024-05-15,2024-05-22,B13,60,4298,58,2230,3790,4090,63,01F-046.7SN,泰山
01F0467S,25.047075,121.317761,5,4,04-21-1560-96-4,2024-07,4043,OY34,B,2024-05-16,2024-07-14,2024-07-19,B13,62,4043,60,2757,4090,4277,60,01F-046.7SN,泰山
01F0467S,25.047075,121.317761,5,4,04-21-1560-96-4,2024-09,4351,OY34,B,2024-07-15,2024-09-15,2024-09-23,B13,59,4351,62,3242,4277,3984,63,01F-046.7SN,泰山
01F0467S,25.047075,121.317761,5,4,04-21-1560-96-4,2024-11,4055,OY34,B,2024-09-16,2024-11-14,2024-11-21,B13,64,4055,59,2414,3984,4188,60,01F-046.7SN,泰山
01H0447N,25.059242,121.332072,4,3,04-21-3510-95-6,2024-05,2216,EQ39,A,2024-03-14,2024-05-15,2024-05-22,G08,60,2216,58,4279,1914,2089,63,01H-044.7N,泰山
01H0447N,25.059242,121.332072,4,3,04-21-3510-95-6,2024-07,2216,EQ39,A,2024-05-16,2024-07-14,2024-07-19,G08,62,2216,60,4787,2089,2198,60,01H-044.7N,泰山
01H0447N,25.059242,121.332072,4,3,04-21-3510-95-6,2024-09,2318,EQ39,A,2024-07-15,2024-09-15,2024-09-23,G08,59,2318,62,5270,2198,2028,63,01H-044.7N,泰山
01H0447N,25.059242,121.332072,4,3,04-21-3510-95-6,2024-11,2133,EQ42,A,2024-09-16,2024-11-14,2024-11-21,G08,64,2133,59,4218,2028,2104,60,01H-044.7N,泰山
01F0492N,25.036481,121.295531,5,5,04-21-5057-07-5,2024-05,4569,OY31,B,2024-03-14,2024-05-15,2024-05-22,G08,60,4569,58,2912,4154,4467,63,01F-049.2SN,楊梅
01F0492N,25.036481,121.295531,5,5,04-21-5057-07-5,2024-07,4435,OY31,B,2024-05-16,2024-07-14,2024-07-19,G08,62,4435,60,3243,4467,4640,60,01F-049.2SN,楊梅
01F0492N,25.036481,121.295531,5,5,04-21-5057-07-5,2024-09,4622,OY31,B,2024-07-15,2024-09-15,2024-09-23,G08,59,4622,62,4099,4640,4366,63,01F-049.2SN,楊梅
01F0492N,25.036481,121.295531,5,5,04-21-5057-07-5,2024-11,4181,OY31,B,2024-09-16,2024-11-14,2024-11-21,G08,64,4181,59,3003,4366,4461,60,01F-049.2SN,楊梅
01F0511N,25.025953,121.281731,5,5,04-22-1706-04-9,2024-06,4167,EP33,B,2024-04-15,2024-06-13,2024-06-24,B21,61,4167,56,4245,3941,4255,60,01F-051.1SN,楊梅
01F0511N,25.025953,121.281731,5,5,04-22-1706-04-9,2024-08,4322,EP33,B,2024-06-14,2024-08-14,2024-08-21,B21,64,4322,61,5056,4255,4419,62,01F-051.1SN,楊梅
01F0511N,25.025953,121.281731,5,5,04-22-1706-04-9,2024-10,4295,EP33,B,2024-08-15,2024-10-15,2024-10-22,B21,60,4295,64,4905,4419,3766,62,01F-051.1SN,楊梅
01F0511N,25.025953,121.281731,5,5,04-22-1706-04-9,2024-12,3884,EP33,B,2024-10-16,2024-12-15,2024-12-20,B21,67,3884,60,4323,3766,4486,61,01F-051.1SN,楊梅
01H0447S,25.060125,121.331858,4,3,04-24-8000-97-5,2024-06,2176,EZ43,B,2024-04-18,2024-06-18,2024-06-27,B13,61,2176,56,3602,1923,2185,62,01H-044.7S,泰山
01H0447S,25.060125,121.331858,4,3,04-24-8000-97-5,2024-08,2240,EZ43,B,2024-06-19,2024-08-19,2024-08-26,B13,64,2240,61,4345,2185,2276,62,01H-044.7S,泰山
01H0447S,25.060125,121.331858,4,3,04-24-8000-97-5,2024-10,2280,EZ43,B,2024-08-20,2024-10-20,2024-10-25,B13,58,2280,64,4196,2276,1971,62,01H-044.7S,泰山
01H0447S,25.060125,121.331858,4,3,04-24-8000-97-5,2024-12,2015,EZ43,B,2024-10-21,2024-12-18,2024-12-25,B13,68,2015,58,3564,1971,2279,59,01H-044.7S,泰山
01F0584N/01H0579N,24.980558,121.228944,8,3,04-32-9081-98-6,2024-05,4417,ED29,F,2024-03-04,2024-05-05,2024-05-10,G08,57,4417,60,1976,4434,4338,63,01F-058.4N、01H-057.9N,楊梅
01F0584N/01H0579N,24.980558,121.228944,8,3,04-32-9081-98-6,2024-07,4580,ED29,F,2024-05-06,2024-07-02,2024-07-09,G08,62,4580,57,2493,4338,4859,58,01F-058.4N、01H-057.9N,楊梅
01F0584N/01H0579N,24.980558,121.228944,8,3,04-32-9081-98-6,2024-09,5038,ED29,F,2024-07-03,2024-09-03,2024-09-10,G08,59,5038,62,3472,4859,4429,63,01F-058.4N、01H-057.9N,楊梅
01F0584N/01H0579N,24.980558,121.228944,8,3,04-32-9081-98-6,2024-11,4791,ED29,F,2024-09-04,2024-11-04,2024-11-11,G08,67,4791,59,2583,4429,4861,62,01F-058.4N、01H-057.9N,楊梅
01F0633S,24.949281,121.195594,4,3,04-35-8175-98-0,2024-05,3520,ON30,F,2024-03-19,2024-05-20,2024-05-27,B21,58,3520,58,4143,3183,3364,63,01F-063.3SN,楊梅
01F0633S,24.949281,121.195594,4,3,04-35-8175-98-0,2024-07,3531,ON30,F,2024-05-21,2024-07-17,2024-07-24,B21,62,3531,58,5202,3364,3534,58,01F-063.3SN,楊梅
01F0633S,24.949281,121.195594,4,3,04-35-8175-98-0,2024-09,3874,ON30,F,2024-07-18,2024-09-19,2024-09-26,B21,61,3874,62,6226,3534,3413,64,01F-063.3SN,楊梅
01F0633S,24.949281,121.195594,4,3,04-35-8175-98-0,2024-11,3538,ON30,F,2024-09-20,2024-11-19,2024-11-26,B21,64,3538,61,4727,3413,3488,61,01F-063.3SN,楊梅
01H0608N,24.965878,121.211614,3,2,04-39-7597-95-9,2024-06,2184,ON30,F,2024-03-26,2024-05-26,2024-06-04,G08,61,2184,60,1779,1929,2092,62,01H-060.8N,楊梅
01H0608N,24.965878,121.211614,3,2,04-39-7597-95-9,2024-08,2213,ON30,F,2024-05-27,2024-07-28,2024-08-02,G08,60,2213,61,2290,2092,2059,63,01H-060.8N,楊梅
01H0608N,24.965878,121.211614,3,2,04-39-7597-95-9,2024-10,2178,ON30,F,2024-07-29,2024-09-25,2024-10-02,G08,62,2178,60,2269,2059,2068,59,01H-060.8N,楊梅
01H0608N,24.965878,121.211614,3,2,04-39-7597-95-9,2024-12,2134,ON30,F,2024-09-26,2024-11-26,2024-12-03,G08,62,2134,62,1597,2068,2026,62,01H-060.8N,楊梅
01F061.68NS,24.961693,121.2047523,4,4,04-44-0133-99-4,2024-06,501,ON30,F,2024-04-15,2024-06-13,2024-06-24,C01,無,*501,無,3487,無,無,60,01F-061.6S,楊梅
01F061.68NS,24.961693,121.2047523,4,4,04-44-0133-99-4,2024-08,2546,ON30,F,2024-06-14,2024-08-14,2024-08-21,C01,無,*2546,無,4486,無,無,62,01F-061.6S,楊梅
01F061.68NS,24.961693,121.2047523,4,4,04-44-0133-99-4,2024-10,2952,ON30,F,2024-08-15,2024-10-15,2024-10-22,C01,無,2952,無,4120,無,無,62,01F-061.6S,楊梅
01F061.68NS,24.961693,121.2047523,4,4,04-44-0133-99-4,2024-12,2929,ON30,F,2024-10-16,2024-12-15,2024-12-20,C01,無,2929,無,3267,無,無,61,01F-061.6S,楊梅
01H0610S,24.96525,121.209867,3,2,04-44-0806-94-3,2024-06,2060,ED24,F,2024-04-15,2024-06-13,2024-06-24,G08,61,2060,56,2060,1844,2099,60,01H-061.0S,楊梅
01H0610S,24.96525,121.209867,3,2,04-44-0806-94-3,2024-08,2289,ED24,F,2024-06-14,2024-08-14,2024-08-21,G08,64,2289,61,2289,2099,2168,62,01H-061.0S,楊梅
01H0610S,24.96525,121.209867,3,2,04-44-0806-94-3,2024-10,2234,ED24,F,2024-08-15,2024-10-15,2024-10-22,G08,60,2234,64,2234,2168,1946,62,01H-061.0S,楊梅
01H0610S,24.96525,121.209867,3,2,04-44-0806-94-3,2024-12,2086,ED24,F,2024-10-16,2024-12-15,2024-12-20,G08,67,2086,60,2086,1946,2173,61,01H-061.0S,楊梅
01H0579S,24.984094,121.232531,4,3,04-44-2625-94-8,2024-06,4511,OJ31,F,2024-04-16,2024-06-16,2024-06-25,B21,59,4511,56,3469,4126,4696,62,01H-057.9S,泰山
01H0579S,24.984094,121.232531,4,3,04-44-2625-94-8,2024-08,4912,OJ31,F,2024-06-17,2024-08-15,2024-08-22,B21,64,4912,59,4071,4696,4929,60,01H-057.9S,泰山
01H0579S,24.984094,121.232531,4,3,04-44-2625-94-8,2024-10,4920,OJ31,F,2024-08-16,2024-10-16,2024-10-23,B21,60,4920,64,3824,4929,4316,62,01H-057.9S,泰山
01H0579S,24.984094,121.232531,4,3,04-44-2625-94-8,2024-12,4489,OJ31,F,2024-10-17,2024-12-16,2024-12-23,B21,67,4489,60,2935,4316,4749,61,01H-057.9S,泰山
01F0557S,24.99858333,121.2477222,4,4,04-44-5669-94-8,2024-06,3791,EV07,A,2024-04-18,2024-06-18,2024-06-27,B21,61,3791,56,4712,3601,4015,62,01F-055.7SN,楊梅
01F0557S,24.99858333,121.2477222,4,4,04-44-5669-94-8,2024-08,4061,EV07,A,2024-06-19,2024-08-19,2024-08-26,B21,64,4061,61,6321,4015,4277,62,01F-055.7SN,楊梅
01F0557S,24.99858333,121.2477222,4,4,04-44-5669-94-8,2024-10,3977,EV07,A,2024-08-20,2024-10-20,2024-10-25,B21,58,3977,64,5690,4277,3626,62,01F-055.7SN,楊梅
01F0557S,24.99858333,121.2477222,4,4,04-44-5669-94-8,2024-12,3652,EV07,A,2024-10-21,2024-12-18,2024-12-25,B21,68,3652,58,4257,3626,3953,59,01F-055.7SN,楊梅
01F0681S,24.917967,121.167586,4,3,04-73-3518-90-2,2024-06,3881,EF23,D,2024-04-03,2024-06-04,2024-06-14,G08,61,3881,56,3063,3812,3676,63,01F-068.1SN,楊梅
01F0681S,24.917967,121.167586,4,3,04-73-3518-90-2,2024-08,4074,EF23,D,2024-06-05,2024-08-06,2024-08-13,G08,62,4074,61,3672,3676,3769,63,01F-068.1SN,楊梅
01F0681S,24.917967,121.167586,4,3,04-73-3518-90-2,2024-10,3825,EF23,D,2024-08-07,2024-10-06,2024-10-14,G08,60,3825,62,3562,3769,3805,61,01F-068.1SN,楊梅
01F0681S,24.917967,121.167586,4,3,04-73-3518-90-2,2024-12,3856,EF23,D,2024-10-07,2024-12-05,2024-12-12,G08,62,3856,60,2931,3805,3710,60,01F-068.1SN,楊梅
01F0664S,24.929544,121.176919,4,3,04-73-4739-92-3,2024-06,3551,EW21,D,2024-04-08,2024-06-05,2024-06-17,G08,61,3551,56,3454,3023,3432,59,01F-066.4SN,楊梅
01F0664S,24.929544,121.176919,4,3,04-73-4739-92-3,2024-08,3740,OE34,D,2024-06-06,2024-08-07,2024-08-14,G08,62,3740,61,4235,3432,3492,63,01F-066.4SN,楊梅
01F0664S,24.929544,121.176919,4,3,04-73-4739-92-3,2024-10,3610,EW21,D,2024-08-08,2024-10-07,2024-10-15,G08,62,3610,62,3905,3492,3314,61,01F-066.4SN,楊梅
01F0664S,24.929544,121.176919,4,3,04-73-4739-92-3,2024-12,3520,EW21,D,2024-10-08,2024-12-08,2024-12-13,G08,60,3520,62,3028,3314,3376,62,01F-066.4SN,楊梅
01F0699S,24.903297,121.159761,4,3,04-73-6641-08-8,2024-06,2902,EF30,D,2024-04-10,2024-06-10,2024-06-19,G08,59,2902,56,1860,2639,2877,62,01F-069.9SN,楊梅
01F0699S,24.903297,121.159761,4,3,04-73-6641-08-8,2024-08,3274,EF30,D,2024-06-11,2024-08-11,2024-08-16,G08,62,3274,59,2537,2877,3144,62,01F-069.9SN,楊梅
01F0699S,24.903297,121.159761,4,3,04-73-6641-08-8,2024-10,3074,EF30,D,2024-08-12,2024-10-10,2024-10-17,G08,62,3074,62,2081,3144,3043,60,01F-069.9SN,楊梅
01F0699S,24.903297,121.159761,4,3,04-73-6641-08-8,2024-12,3034,EF30,D,2024-10-11,2024-12-10,2024-12-17,G08,62,3034,62,1807,3043,3006,61,01F-069.9SN,楊梅
,,,,,04-75-1695-90-5,2024-07,1761,EF31,D,2024-04-29,2024-06-26,2024-07-03,G08,60,1761,61,2659,1654,2056,59,楊梅作業室(交控機房),楊梅
,,,,,04-75-1695-90-5,2024-09,2014,EF31,D,2024-06-27,2024-08-28,2024-09-04,G08,61,2014,60,3605,2056,1854,63,楊梅作業室(交控機房),楊梅
,,,,,04-75-1695-90-5,2024-11,1712,EF31,D,2024-08-29,2024-10-29,2024-11-05,G08,63,1712,61,3309,1854,1606,62,楊梅作業室(交控機房),楊梅
,,,,,04-75-1695-90-5,2025-01,1214,EF31,D,2024-10-30,2024-12-26,2025-01-06,G08,61,1214,63,2582,1606,1398,58,楊梅作業室(交控機房),楊梅
01F0750S,24.893436,121.111731,4,3,04-75-7306-98-5,2024-05,3585,EF27,H,2024-03-06,2024-05-07,2024-05-14,G08,60,3585,58,1764,3161,3236,63,01F-075.0SN,楊梅
01F0750S,24.893436,121.111731,4,3,04-75-7306-98-5,2024-07,3442,EF27,H,2024-05-08,2024-07-04,2024-07-11,G08,60,3442,60,1698,3236,3538,58,01F-075.0SN,楊梅
01F0750S,24.893436,121.111731,4,3,04-75-7306-98-5,2024-09,3858,EF27,H,2024-07-05,2024-09-05,2024-09-12,G08,61,3858,60,1994,3538,3414,63,01F-075.0SN,楊梅
01F0750S,24.893436,121.111731,4,3,04-75-7306-98-5,2024-11,3649,EF27,H,2024-09-06,2024-11-06,2024-11-13,G08,64,3649,61,1763,3414,3579,62,01F-075.0SN,楊梅
03F0648S,24.878792,121.250839,4,3,04-81-7209-98-5,2024-05,3591,OQ28,E,2024-03-14,2024-05-15,2024-05-22,B21,60,3591,58,1946,3467,3693,63,03F-064.8SN,樹林
03F0648S,24.878792,121.250839,4,3,04-81-7209-98-5,2024-07,3564,OQ28,E,2024-05-16,2024-07-14,2024-07-19,B21,62,3564,60,2188,3693,3820,60,03F-064.8SN,樹林
03F0648S,24.878792,121.250839,4,3,04-81-7209-98-5,2024-09,1817,OQ28,E,2024-07-15,2024-09-15,2024-09-23,B21,59,1817,62,2464,3820,3556,63,03F-064.8SN,樹林
03F0648S,24.878792,121.250839,4,3,04-81-7209-98-5,2024-11,40,OQ28,E,2024-09-16,2024-11-14,2024-11-21,B21,64,*40,59,1938,3556,3522,60,03F-064.8SN,樹林
03F0698S,24.856558,121.208581,4,3,04-95-1136-90-2,2024-07,3332,OS32,H,2024-04-25,2024-06-24,2024-07-01,B21,64,3332,57,1813,3022,3462,61,03F-069.8SN,楊梅
03F0698S,24.856558,121.208581,4,3,04-95-1136-90-2,2024-09,3408,OS32,H,2024-06-25,2024-08-26,2024-09-02,B21,61,3408,64,2057,3462,3271,63,03F-069.8SN,楊梅
03F0698S,24.856558,121.208581,4,3,04-95-1136-90-2,2024-11,3521,OS32,H,2024-08-27,2024-10-27,2024-11-01,B21,63,3521,61,1918,3271,3164,62,03F-069.8SN,楊梅
03F0698S,24.856558,121.208581,4,3,04-95-1136-90-2,2025-01,3210,OS32,H,2024-10-28,2024-12-24,2025-01-02,B21,59,3210,63,1462,3164,3198,58,03F-069.8SN,楊梅
03F0746S,24.816364,121.200339,4,3,04-95-3268-94-0,2024-07,4117,OS23,E,2024-04-29,2024-06-26,2024-07-03,B21,60,4117,61,4117,3720,4123,59,03F-074.6SN,楊梅
03F0746S,24.816364,121.200339,4,3,04-95-3268-94-0,2024-09,4378,OS23,E,2024-06-27,2024-08-28,2024-09-04,B21,61,4378,60,4378,4123,4249,63,03F-074.6SN,楊梅
03F0746S,24.816364,121.200339,4,3,04-95-3268-94-0,2024-11,4424,OS23,E,2024-08-29,2024-10-29,2024-11-05,B21,63,4424,61,4424,4249,3758,62,03F-074.6SN,楊梅
03F0746S,24.816364,121.200339,4,3,04-95-3268-94-0,2025-01,3560,OS23,E,2024-10-30,2024-12-26,2025-01-06,B21,61,3560,63,3560,3758,3417,58,03F-074.6SN,楊梅
,,,,,04-95-4600-17-1,2024-05,2301,OS31,E,2024-03-28,2024-05-02,2024-05-09, ,29,2301,30,無,1839,1900,36,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-06,1725,OS31,E,2024-05-03,2024-05-28,2024-06-11, ,32,1725,29,無,1900,2665,26,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-07,2764,OS31,E,2024-05-29,2024-07-01,2024-07-08, ,29,2764,32,無,2665,3093,34,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-08,2965,OS31,E,2024-07-02,2024-08-01,2024-08-08, ,33,2965,29,無,3093,2977,31,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-09,3141,OS31,E,2024-08-02,2024-09-02,2024-09-09, ,28,3141,33,無,2977,2612,32,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-10,2599,OS31,E,2024-09-03,2024-10-01,2024-10-08, ,31,2599,28,無,2612,2328,29,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-11,2489,OS31,E,2024-10-02,2024-11-03,2024-11-08, ,32,2489,31,無,2328,1995,33,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2024-12,1805,OS31,E,2024-11-04,2024-12-02,2024-12-09, ,31,1805,32,無,1995,1781,29,龍潭作業室,楊梅
,,,,,04-95-4600-17-1,2025-01,1786,OS31,E,2024-12-03,2024-12-29,2025-01-07, ,29,1786,31,無,1781,1559,27,龍潭作業室,楊梅
01H0305S,25.075553,121.460661,4,4,05-19-4270-06-7,2024-06,2368,YS28,A,2024-03-27,2024-05-27,2024-06-05,G08,61,2368,59,3303,2121,2345,62,01H-030.5S,泰山
01H0305S,25.075553,121.460661,4,4,05-19-4270-06-7,2024-08,2470,YS28,A,2024-05-28,2024-07-29,2024-08-05,G08,60,2470,61,4009,2345,2304,63,01H-030.5S,泰山
01H0305S,25.075553,121.460661,4,4,05-19-4270-06-7,2024-10,2334,YS28,A,2024-07-30,2024-09-26,2024-10-03,G08,62,2334,60,3954,2304,2303,59,01H-030.5S,泰山
01H0305S,25.075553,121.460661,4,4,05-19-4270-06-7,2024-12,2372,YS28,A,2024-09-27,2024-11-27,2024-12-04,G08,62,2372,62,3255,2303,2224,62,01H-030.5S,泰山
01F0293S,25.07479722,121.4729611,5,4,05-20-1083-06-7,2024-07,4088,YS22,A,2024-04-25,2024-06-24,2024-07-01,G08,64,4088,57,3440,3770,4234,61,01F-029.3SN,泰山
01F0293S,25.07479722,121.4729611,5,4,05-20-1083-06-7,2024-09,4339,YS22,A,2024-06-25,2024-08-26,2024-09-02,G08,61,4339,64,4190,4234,4059,63,01F-029.3SN,泰山
01F0293S,25.07479722,121.4729611,5,4,05-20-1083-06-7,2024-11,3986,YS22,A,2024-08-27,2024-10-27,2024-11-01,G08,63,3986,61,3654,4059,3984,62,01F-029.3SN,泰山
01F0293S,25.07479722,121.4729611,5,4,05-20-1083-06-7,2025-01,3881,YS22,A,2024-10-28,2024-12-24,2025-01-02,G08,59,3881,63,3119,3984,3726,58,01F-029.3SN,泰山
01F0264S,25.07746389,121.5013861,6,4,05-24-0264-06-8,2024-06,2399,YJ22,A,2024-04-01,2024-05-29,2024-06-12,G08,59,2399,61,1073,2331,2538,59,01F-026.4S,泰山
01F0264S,25.07746389,121.5013861,6,4,05-24-0264-06-8,2024-08,2856,YJ22,A,2024-05-30,2024-08-04,2024-08-09,G08,61,2856,59,1631,2538,2575,67,01F-026.4S,泰山
01F0264S,25.07746389,121.5013861,6,4,05-24-0264-06-8,2024-10,2468,YJ22,A,2024-08-05,2024-10-02,2024-10-09,G08,63,2468,61,1486,2575,2563,59,01F-026.4S,泰山
01F0264S,25.07746389,121.5013861,6,4,05-24-0264-06-8,2024-12,2542,YJ22,A,2024-10-03,2024-12-03,2024-12-10,G08,62,2542,63,1076,2563,2419,62,01F-026.4S,泰山
01H0271N,25.075256,121.494019,4,3,05-25-4364-06-8,2024-06,2206,YK21,A,2024-04-08,2024-06-05,2024-06-17,G08,61,2206,56,1248,2019,2271,59,01H-027.1N,泰山
01H0271N,25.075256,121.494019,4,3,05-25-4364-06-8,2024-08,2498,YK21,A,2024-06-06,2024-08-07,2024-08-14,G08,62,2498,61,1803,2271,2382,63,01H-027.1N,泰山
01H0271N,25.075256,121.494019,4,3,05-25-4364-06-8,2024-10,2372,YK21,A,2024-08-08,2024-10-07,2024-10-15,G08,62,2372,62,1665,2382,2196,61,01H-027.1N,泰山
01H0271N,25.075256,121.494019,4,3,05-25-4364-06-8,2024-12,2272,YK21,A,2024-10-08,2024-12-08,2024-12-13,G08,60,2272,62,1308,2196,2090,62,01H-027.1N,泰山
01F0340N,25.068,121.428056,7,6,05-58-0380-16-2,2024-05,2753,YM21,D,2024-03-11,2024-05-12,2024-05-17,C01,58,2753,60,1674,2467,2543,63,01F-034.0N,泰山
01F0340N,25.068,121.428056,7,6,05-58-0380-16-2,2024-07,2592,YM21,D,2024-05-13,2024-07-09,2024-07-16,C01,62,2592,58,1912,2543,2730,58,01F-034.0N,泰山
01F0340N,25.068,121.428056,7,6,05-58-0380-16-2,2024-09,2869,YM21,D,2024-07-10,2024-09-10,2024-09-18,C01,61,2869,62,2240,2730,2657,63,01F-034.0N,泰山
01F0340N,25.068,121.428056,7,6,05-58-0380-16-2,2024-11,2792,YR32,D,2024-09-11,2024-11-11,2024-11-18,C01,64,2792,61,1844,2657,2730,62,01F-034.0N,泰山
,,,,,05-58-4010-13-9,2024-05,892,YY48,B,2024-04-12,2024-05-14,2024-05-21, ,28,892,28,無,710,724,33,泰山收費站,泰山
,,,,,05-58-4010-13-9,2024-06,770,YY48,B,2024-05-15,2024-06-12,2024-06-21, ,32,770,28,無,724,1005,29,泰山收費站,泰山
,,,,,05-58-4010-13-9,2024-07,970,YY48,B,2024-06-13,2024-07-11,2024-07-18, ,29,970,32,無,1005,978,29,泰山收費站,泰山
,,,,,05-58-4010-13-9,2024-08,1182,YY48,B,2024-07-12,2024-08-13,2024-08-20, ,31,1182,29,無,978,1006,33,泰山收費站,泰山
,,,,,05-58-4010-13-9,2024-09,1076,YY48,B,2024-08-14,2024-09-12,2024-09-20, ,33,1076,31,無,1006,1027,30,泰山收費站,泰山
