點位編號,緯度,經度,點位座標,設備車道數,車道數,電號,用電地址,收費月份,用電度數,應繳總金額,繳費狀況,繳費期限,代收截止日,饋線別,停電組別,計費期間(起),計費期間(訖),收費日期,收費戶區,戶名,通訊地址,統編,上次抄表日,本次抄表日,下次抄表日,代繳帳號,下次收費日,終契日期,停電日期,停電日數,服務所,行業別,電燈用途別,電價種類,時間種類,扣款日,本期碳排量,去年全年平均電價,當期每度平均電價,查核碼,去年下期用電日數,計費度數－經常（尖峰）度數,上期預繳餘額,去年同期用電日數,調整係數（％）,功率因數調整費,基本電費（約定）,基本電費（非約定）,經常（尖峰）需量,離峰需量,本期預繳餘額,稅前應繳總金額,平均用電度數,用電超出比例,加〈減〉收金額,停電扣減金額,電價調整金額,計費度數－週六半尖峰度數,週六半尖峰需量,去年同期應繳總金額,去年同期用電度數,營業稅,功率因數（％）,計費度數－離峰度數,經常（尖峰）契約,底度,電子帳單優惠減收金額,去年下期用電度數,流動電費,遲付費用,本期用電日數,收費區,維運站,備註,資料提供
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11306,723,3373,已繳,1130702,1130710,CZ26,H,1130513,1130610,1130619,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130513,113年06月11日,113年07月10日,000100100******,113年07月16日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年07月01日,358,無,無,21,30,723,無,28,無,無,981.5元,無,1,無,無,3212.0元,無,無,無,無,無,無,無,3281元,832,161.0元,無,無,5,無,-10.0元,1103,2401.8元,無,29,七堵收費站,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11307,1126,5044,已繳,1130729,1130812,CZ26,H,1130611,1130709,1130716,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130611,113年07月10日,113年08月12日,000100100******,113年08月16日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年08月01日,557,無,無,727,29,1126,無,30,無,無,1181.0元,無,2,無,無,4804.0元,無,無,無,無,無,無,無,4425元,1103,240.0元,無,無,5,無,-10.0元,1213,3873.4元,無,29,七堵收費站,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11308,1164,5136,已繳,1130829,1130911,CF20,H,1130710,1130811,1130816,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130710,113年08月12日,113年09月11日,000100100******,113年09月18日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年09月01日,575,無,無,226,33,1164,無,29,無,無,1181.0元,無,2,無,無,4891.0元,無,無,無,-39.4元,無,無,無,4749元,1213,245.0元,無,無,5,無,-10.0元,1230,4004.1元,無,33,七堵收費站,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11309,1169,5153,已繳,1131001,1131011,CF20,H,1130812,1130910,1130918,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130812,113年09月11日,113年10月11日,000100100******,113年10月17日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年10月01日,578,無,無,623,29,1169,無,33,無,無,1181.0元,無,4,無,無,4908.0元,無,無,無,-39.4元,無,無,無,4800元,1230,245.0元,無,無,5,無,-10.0元,975,4021.3元,無,30,七堵收費站,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11310,915,4159,已繳,1131030,1131112,CF20,H,1130911,1131010,1131017,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130911,113年10月11日,113年11月12日,000100100******,113年11月18日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年11月01日,452,無,無,526,32,915,無,29,無,無,1076.0元,無,2,無,無,3961.0元,無,無,無,無,無,無,無,3975元,975,198.0元,無,無,5,無,-10.0元,818,3092.7元,無,30,七堵收費站,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11311,748,3483,已繳,1131201,1131211,CZ26,H,1131011,1131111,1131118,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131011,113年11月12日,113年12月11日,000100100******,113年12月17日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,113年12月01日,370,無,無,723,30,748,無,32,93.8,無,865.9元,無,2,無,無,3317.0元,無,無,無,無,-196.1元,無,無,3146元,818,166.0元,無,無,5,無,-10.0元,748,2823.4元,無,32,七堵收費站,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-26-4128-85-5,基市七堵區大成街６２號３樓左側,11312,579,2904,已繳,1131230,1140109,CZ26,H,1131112,1131210,1131217,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131112,113年12月11日,114年01月09日,000100100******,114年01月15日, , ,0,　,企業總管理機構(701), ,電力需量營業用,非時間電價,114年01月01日,286,無,無,623,34,579,無,30,93.8,無,866.0元,無,1,無,無,2766.0元,無,無,無,無,-192.6元,無,無,2950元,748,138.0元,無,無,5,無,-10.0元,712,2240.7元,無,29,七堵收費站,北區樹林,,phase 1
01F0029S,25.10283611,121.7178556,"N25° 6'10.21""  E121°43'4.28""",3,2,02-26-4354-96-3,基隆市七堵區八德路３號邊６０公尺處（電子收費系統）,11306,3186,10926,已繳,1130711,1130814,CM48,D,1130412,1130612,1130621,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130412,113年06月13日,113年08月14日,000100100******,113年08月20日, , ,0,　,無,D12,表燈營業用,非時間電價,113年07月05日,1577,無,無,354,61,3186,無,56,無,無,無,無,無,無,無,10406.0元,2224,43,無,無,無,無,無,8696元,2829,520.0元,無,無,無,40,-10.0元,3189,10936.3元,無,62,01F-002.9SN,北區泰山,,phase 1
01F0029S,25.10283611,121.7178556,"N25° 6'10.21""  E121°43'4.28""",3,2,02-26-4354-96-3,基隆市七堵區八德路３號邊６０公尺處（電子收費系統）,11308,3269,13460,已繳,1130909,1131015,CM48,D,1130613,1130813,1130820,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130613,113年08月14日,113年10月15日,000100100******,113年10月21日, , ,0,　,無,D12,表燈營業用,非時間電價,113年09月05日,1615,無,無,556,64,3269,無,61,無,無,無,無,無,無,無,12819.0元,2628,24,無,-1.7元,無,無,無,12338元,3189,641.0元,無,無,無,40,-10.0元,3166,13471.5元,無,62,01F-002.9SN,北區泰山,,phase 1
01F0029S,25.10283611,121.7178556,"N25° 6'10.21""  E121°43'4.28""",3,2,02-26-4354-96-3,基隆市七堵區八德路３號邊６０公尺處（電子收費系統）,11310,3258,12814,已繳,1131110,1131213,CM48,D,1130814,1131014,1131021,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130814,113年10月15日,113年12月13日,000100100******,113年12月19日, , ,0,　,無,D12,表燈營業用,非時間電價,113年11月05日,1610,無,3.94,253,58,3258,無,64,無,無,無,無,無,無,無,12204.0元,2284,43,無,無,無,無,無,11830元,3166,610.0元,無,無,無,40,-10.0元,3093,12823.6元,無,62,01F-002.9SN,北區泰山,,phase 1
01F0029S,25.10283611,121.7178556,"N25° 6'10.21""  E121°43'4.28""",3,2,02-26-4354-96-3,基隆市七堵區八德路３號邊６０公尺處（電子收費系統）,11312,2990,9389,已繳,1140108,1140212,CM48,D,1131015,1131212,1131219,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131015,113年12月13日,114年02月12日,000100100******,114年02月18日, , ,0,　,無,D12,表燈營業用,非時間電價,114年01月05日,1477,無,3.15,555,69,2990,無,58,無,無,無,無,無,無,無,8942.0元,1775,68,無,無,無,無,無,9530元,3093,447.0元,無,無,無,40,-10.0元,3103,9398.7元,無,59,01F-002.9SN,北區泰山,,phase 1
01F0017S,25.10956667,121.7259056,"N25° 6'34.44""  E121° 43'33.26""",3,2,02-26-4381-90-0,基隆市七堵區八德路８號對面（電子收費系統）,11306,3276,11453,已繳,1130711,1130814,CM29,H,1130412,1130612,1130621,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130412,113年06月13日,113年08月14日,000100100******,113年08月20日, , ,0,　,無,D12,表燈營業用,非時間電價,113年07月05日,1622,無,無,54,61,3276,無,56,無,無,無,無,無,無,無,10908.0元,2224,47,無,無,無,無,無,8362元,2735,545.0元,無,無,無,40,-10.0元,3120,11463.2元,無,62,01F-001.7SN,北區泰山,,phase 1
01F0017S,25.10956667,121.7259056,"N25° 6'34.44""  E121° 43'33.26""",3,2,02-26-4381-90-0,基隆市七堵區八德路８號對面（電子收費系統）,11308,3035,11805,已繳,1130909,1131015,CM29,H,1130613,1130813,1130820,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130613,113年08月14日,113年10月15日,000100100******,113年10月21日, , ,0,　,無,D12,表燈營業用,非時間電價,113年09月05日,1499,無,無,856,64,3035,無,61,無,無,無,無,無,無,無,11243.0元,2628,15,無,無,無,無,無,11881元,3120,562.0元,無,無,無,40,-10.0元,3108,11814.8元,無,62,01F-001.7SN,北區泰山,,phase 1
01F0017S,25.10956667,121.7259056,"N25° 6'34.44""  E121° 43'33.26""",3,2,02-26-4381-90-0,基隆市七堵區八德路８號對面（電子收費系統）,11310,3447,14087,已繳,1131110,1131213,CM29,H,1130814,1131014,1131021,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130814,113年10月15日,113年12月13日,000100100******,113年12月19日, , ,0,　,無,D12,表燈營業用,非時間電價,113年11月05日,1703,無,4.09,253,58,3447,無,64,無,無,無,無,無,無,無,13416.0元,2284,51,無,無,無,無,無,11457元,3108,671.0元,無,無,無,40,-10.0元,2936,14096.8元,無,62,01F-001.7SN,北區泰山,,phase 1
01F0017S,25.10956667,121.7259056,"N25° 6'34.44""  E121° 43'33.26""",3,2,02-26-4381-90-0,基隆市七堵區八德路８號對面（電子收費系統）,11312,2934,9187,已繳,1140108,1140212,CM29,H,1131015,1131212,1131219,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131015,113年12月13日,114年02月12日,000100100******,114年02月18日, , ,0,　,無,D12,表燈營業用,非時間電價,114年01月05日,1449,無,3.14,855,69,2934,無,58,無,無,無,無,無,無,無,8750.0元,1775,65,無,無,無,無,無,8826元,2936,437.0元,無,無,無,40,-10.0元,2897,9196.5元,無,59,01F-001.7SN,北區泰山,,phase 1
01F0005N,25.11831111,121.7316361,"N25° 7'5.92""  E121° 43'53.89""",3,2,02-26-4570-93-2,基隆市安樂區安樂轄區大業隧道前５０公尺處（北上）電子收費系統,11306,1819,5380,已繳,1130711,1130814,CM46,H,1130412,1130612,1130621,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130412,113年06月13日,113年08月14日,000100100******,113年08月20日, , ,0,　,無,D12,表燈營業用,非時間電價,113年07月05日,900,無,無,754,61,1819,無,56,無,無,無,無,無,無,無,5124.0元,1816,無,無,無,無,無,無,5180元,1837,256.0元,無,無,無,40,-10.0元,2105,5389.7元,無,62,01F-000.5N,北區泰山,,phase 1
01F0005N,25.11831111,121.7316361,"N25° 7'5.92""  E121° 43'53.89""",3,2,02-26-4570-93-2,基隆市安樂區安樂轄區大業隧道前５０公尺處（北上）電子收費系統,11308,2019,7182,已繳,1130909,1131015,CM46,H,1130613,1130813,1130820,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130613,113年08月14日,113年10月15日,000100100******,113年10月21日, , ,0,　,無,D12,表燈營業用,非時間電價,113年09月05日,997,無,無,856,64,2019,無,61,無,無,無,無,無,無,無,6840.0元,1990,無,無,無,無,無,無,7283元,2105,342.0元,無,無,無,40,-10.0元,2105,7191.7元,無,62,01F-000.5N,北區泰山,,phase 1
01F0005N,25.11831111,121.7316361,"N25° 7'5.92""  E121° 43'53.89""",3,2,02-26-4570-93-2,基隆市安樂區安樂轄區大業隧道前５０公尺處（北上）電子收費系統,11310,2857,10465,已繳,1131110,1131213,CM46,H,1130814,1131014,1131021,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130814,113年10月15日,113年12月13日,000100100******,113年12月19日, , ,0,　,無,D12,表燈營業用,非時間電價,113年11月05日,1411,無,3.67,53,58,2857,無,64,無,無,無,無,無,無,無,9967.0元,2832,無,無,無,無,無,無,7078元,2105,498.0元,無,無,無,40,-10.0元,2078,10475.2元,無,62,01F-000.5N,北區泰山,,phase 1
01F0005N,25.11831111,121.7316361,"N25° 7'5.92""  E121° 43'53.89""",3,2,02-26-4570-93-2,基隆市安樂區安樂轄區大業隧道前５０公尺處（北上）電子收費系統,11312,2023,5898,已繳,1140108,1140212,CM46,H,1131015,1131212,1131219,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131015,113年12月13日,114年02月12日,000100100******,114年02月18日, , ,0,　,無,D12,表燈營業用,非時間電價,114年01月05日,999,無,2.93,255,69,2023,無,58,無,無,無,無,無,無,無,5617.0元,1983,無,無,無,無,無,無,5875元,2078,281.0元,無,無,無,40,-10.0元,2413,5907.8元,無,59,01F-000.5N,北區泰山,,phase 1
01F0005S,25.11878611,121.7317639,"N25° 7'7.63""  E121° 43'54.35""",3,2,02-26-4570-94-3,基隆市安樂區安樂轄區大業隧道前５０公尺處（南下）電子收費系統,11306,1813,5357,已繳,1130711,1130814,CM46,H,1130412,1130612,1130621,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130412,113年06月13日,113年08月14日,000100100******,113年08月20日, , ,0,　,無,D12,表燈營業用,非時間電價,113年07月05日,897,無,無,254,61,1813,無,56,無,無,無,無,無,無,無,5102.0元,1816,無,無,無,無,無,無,5085元,1810,255.0元,無,無,無,40,-10.0元,2102,5367.1元,無,62,01F-000.5S,北區泰山,,phase 1
01F0005S,25.11878611,121.7317639,"N25° 7'7.63""  E121° 43'54.35""",3,2,02-26-4570-94-3,基隆市安樂區安樂轄區大業隧道前５０公尺處（南下）電子收費系統,11308,1960,6919,已繳,1130909,1131015,CM46,H,1130613,1130813,1130820,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130613,113年08月14日,113年10月15日,000100100******,113年10月21日, , ,0,　,無,D12,表燈營業用,非時間電價,113年09月05日,968,無,無,556,64,1960,無,61,無,無,無,無,無,無,無,6590.0元,1990,無,無,無,無,無,無,7270元,2102,329.0元,無,無,無,40,-10.0元,2057,6928.6元,無,62,01F-000.5S,北區泰山,,phase 1
01F0005S,25.11878611,121.7317639,"N25° 7'7.63""  E121° 43'54.35""",3,2,02-26-4570-94-3,基隆市安樂區安樂轄區大業隧道前５０公尺處（南下）電子收費系統,11310,2807,10252,已繳,1131110,1131213,CM46,H,1130814,1131014,1131021,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130814,113年10月15日,113年12月13日,000100100******,113年12月19日, , ,0,　,無,D12,表燈營業用,非時間電價,113年11月05日,1387,無,3.66,153,58,2807,無,64,無,無,無,無,無,無,無,9764.0元,2832,無,無,無,無,無,無,6880元,2057,488.0元,無,無,無,40,-10.0元,2023,10261.8元,無,62,01F-000.5S,北區泰山,,phase 1
01F0005S,25.11878611,121.7317639,"N25° 7'7.63""  E121° 43'54.35""",3,2,02-26-4570-94-3,基隆市安樂區安樂轄區大業隧道前５０公尺處（南下）電子收費系統,11312,1942,5605,已繳,1140108,1140212,CM46,H,1131015,1131212,1131219,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131015,113年12月13日,114年02月12日,000100100******,114年02月18日, , ,0,　,無,D12,表燈營業用,非時間電價,114年01月05日,959,無,2.9,655,69,1942,無,58,無,無,無,無,無,無,無,5338.0元,1983,無,無,無,無,無,無,5686元,2023,267.0元,無,無,無,40,-10.0元,1933,5615.4元,無,59,01F-000.5S,北區泰山,,phase 1
01F0061S,25.0882722,121.6936444,"N25° 5'17.78""  E121°41'37.12""",5,4,02-26-5466-98-3,基隆市七堵區實踐路２６１號後面（電子收費系統）,11306,3577,12595,已繳,1130701,1130802,CK36,H,1130328,1130528,1130611,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130328,113年05月29日,113年08月02日,000100100******,113年08月08日, , ,0,　,無,B21,表燈營業用,非時間電價,113年06月23日,1771,無,無,852,61,3577,無,59,無,無,無,無,無,無,無,11995.0元,1465,144,無,無,無,無,無,10702元,3319,600.0元,無,無,無,40,-10.0元,3667,12605.1元,無,62,01F-006.1SN,北區泰山,,phase 1
01F0061S,25.0882722,121.6936444,"N25° 5'17.78""  E121°41'37.12""",5,4,02-26-5466-98-3,基隆市七堵區實踐路２６１號後面（電子收費系統）,11308,3804,17095,已繳,1130828,1131002,CK36,H,1130529,1130801,1130808,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130529,113年08月02日,113年10月02日,000100100******,113年10月08日, , ,0,　,無,B21,表燈營業用,非時間電價,113年08月23日,1879,無,無,955,61,3804,無,61,無,無,無,無,無,無,無,16281.0元,1871,103,無,無,無,無,無,15209元,3667,814.0元,無,無,無,40,-10.0元,3623,17104.5元,無,65,01F-006.1SN,北區泰山,,phase 1
01F0061S,25.0882722,121.6936444,"N25° 5'17.78""  E121°41'37.12""",5,4,02-26-5466-98-3,基隆市七堵區實踐路２６１號後面（電子收費系統）,11310,3621,15903,已繳,1131028,1131203,CK36,H,1130802,1131001,1131008,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130802,113年10月02日,113年12月03日,000100100******,113年12月09日, , ,0,　,無,B21,表燈營業用,非時間電價,113年10月23日,1789,無,4.4,956,63,3621,無,61,無,無,無,無,無,無,無,15146.0元,1731,109,無,無,無,無,無,15211元,3623,757.0元,無,無,無,40,-10.0元,3681,15913.2元,無,61,01F-006.1SN,北區泰山,,phase 1
01F0061S,25.0882722,121.6936444,"N25° 5'17.78""  E121°41'37.12""",5,4,02-26-5466-98-3,基隆市七堵區實踐路２６１號後面（電子收費系統）,11312,3598,12750,已繳,1131229,1140203,CK36,H,1131002,1131202,1131209,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131002,113年12月03日,114年02月03日,000100100******,114年02月07日, , ,0,　,無,B21,表燈營業用,非時間電價,113年12月23日,1777,無,3.55,256,60,3598,無,63,無,無,無,無,無,無,無,12143.0元,1521,137,無,無,無,無,無,12874元,3681,607.0元,無,無,無,40,-10.0元,3480,12759.6元,無,62,01F-006.1SN,北區泰山,,phase 1
03F0021N,25.129514,121.698631,"N25° 7'46.25""  E121° 41'55.07""",4,3,02-26-9810-94-4,基隆市七堵區大同街大同幹線１１４分７低分１旁,11306,2067,6273,已繳,1130709,1130812,CZ24,H,1130410,1130610,1130619,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130410,113年06月11日,113年08月12日,000100100******,113年08月16日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月05日,1023,無,無,654,59,2067,無,56,無,無,無,無,無,無,無,5974.0元,1760,17,無,無,無,無,無,5392元,1908,299.0元,無,無,無,40,-10.0元,2181,6282.6元,無,62,03F-002.1N,北區樹林,,phase 1
03F0021N,25.129514,121.698631,"N25° 7'46.25""  E121° 41'55.07""",4,3,02-26-9810-94-4,基隆市七堵區大同街大同幹線１１４分７低分１旁,11308,2298,8426,已繳,1130905,1131011,CM27,H,1130611,1130811,1130816,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130611,113年08月12日,113年10月11日,000100100******,113年10月17日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月05日,1135,無,無,856,62,2298,無,59,無,無,無,無,無,無,無,8025.0元,2631,無,無,無,無,無,無,7606元,2181,401.0元,無,無,無,40,-10.0元,2236,8436.0元,無,62,03F-002.1N,北區樹林,,phase 1
03F0021N,25.129514,121.698631,"N25° 7'46.25""  E121° 41'55.07""",4,3,02-26-9810-94-4,基隆市七堵區大同街大同幹線１１４分７低分１旁,11310,2201,7751,已繳,1131106,1131211,CM27,H,1130812,1131010,1131017,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130812,113年10月11日,113年12月11日,000100100******,113年12月17日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月05日,1087,無,3.53,955,62,2201,無,62,無,無,無,無,無,無,無,7382.0元,2495,無,無,無,無,無,無,7748元,2236,369.0元,無,無,無,40,-10.0元,2176,7761.2元,無,60,03F-002.1N,北區樹林,,phase 1
03F0021N,25.129514,121.698631,"N25° 7'46.25""  E121° 41'55.07""",4,3,02-26-9810-94-4,基隆市七堵區大同街大同幹線１１４分７低分１旁,11312,2088,6132,已繳,1140106,1140210,CM27,H,1131011,1131210,1131217,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131011,113年12月11日,114年02月10日,000100100******,114年02月14日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月05日,1032,無,2.95,455,62,2088,無,62,無,無,無,無,無,無,無,5840.0元,1672,25,無,無,無,無,無,6212元,2176,292.0元,無,無,無,40,-10.0元,1915,6142.4元,無,61,03F-002.1N,北區樹林,,phase 1
03F0116S,25.065611,121.643467,"N25° 3'56.20""  E121° 38'36.48""",4,3,02-90-0270-93-0,新北市汐止區大同路一段５１５巷４７弄７０號後方４２公尺,11307,3255,11834,已繳,1130721,1130827,CW34,H,1130425,1130624,1130701,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130425,113年06月25日,113年08月27日,000100100******,113年09月02日, , ,0,　,無,G08,表燈營業用,非時間電價,113年07月23日,1611,無,無,157,64,3255,無,57,無,無,無,無,無,無,無,11270.0元,4006,無,無,無,無,無,無,10044元,3056,564.0元,無,無,無,40,-10.0元,3564,11844.0元,無,61,03F-011.6SN,北區樹林,,phase 1
03F0116S,25.065611,121.643467,"N25° 3'56.20""  E121° 38'36.48""",4,3,02-90-0270-93-0,新北市汐止區大同路一段５１５巷４７弄７０號後方４２公尺,11309,3451,14748,已繳,1130922,1131028,CW34,H,1130625,1130826,1130902,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130625,113年08月27日,113年10月28日,000100100******,113年11月01日, , ,0,　,無,G08,表燈營業用,非時間電價,113年09月23日,1705,無,無,756,61,3451,無,64,無,無,無,無,無,無,無,14046.0元,4851,無,無,-1.7元,無,無,無,14817元,3564,702.0元,無,無,無,40,-10.0元,3324,14760.0元,無,63,03F-011.6SN,北區樹林,,phase 1
03F0116S,25.065611,121.643467,"N25° 3'56.20""  E121° 38'36.48""",4,3,02-90-0270-93-0,新北市汐止區大同路一段５１５巷４７弄７０號後方４２公尺,11311,3338,12798,已繳,1131121,1131225,CW34,H,1130827,1131027,1131101,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130827,113年10月28日,113年12月25日,000100100******,114年01月02日, , ,0,　,無,G08,表燈營業用,非時間電價,113年11月23日,1649,無,3.84,654,63,3338,無,61,無,無,無,無,無,無,無,12189.0元,4774,無,無,無,無,無,無,12330元,3324,609.0元,無,無,無,40,-10.0元,3266,12807.7元,無,62,03F-011.6SN,北區樹林,,phase 1
03F0116S,25.065611,121.643467,"N25° 3'56.20""  E121° 38'36.48""",4,3,02-90-0270-93-0,新北市汐止區大同路一段５１５巷４７弄７０號後方４２公尺,11401,2972,9324,已繳,1140122,1140221,CW34,H,1131028,1131224,1140102,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1131028,113年12月25日,114年02月21日,000100100******,114年03月03日, , ,0,　,無,G08,表燈營業用,非時間電價,114年01月23日,1468,無,3.15,450,59,2972,無,63,無,無,無,無,無,無,無,8880.0元,4187,無,無,無,無,無,無,10428元,3266,444.0元,無,無,無,40,-10.0元,3031,9333.7元,無,58,03F-011.6SN,北區樹林,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-95-3418-50-7,新北市汐止區長江街２５４號２樓中電子機房,11306,843,3604,已繳,1130618,1130627,CZ26,H,1130429,1130527,1130605,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130429,113年05月28日,113年06月27日,000100100******,113年07月03日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年06月16日,417,無,無,422,32,843,無,29,無,無,866.0元,無,1,無,無,3432.0元,無,無,無,無,無,無,無,3208元,840,172.0元,無,無,5,無,-10.0元,1036,2748.1元,無,29,汐止收費站,北區泰山,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-95-3418-50-7,新北市汐止區長江街２５４號２樓中電子機房,11307,1063,4760,已繳,1130716,1130730,CZ26,H,1130528,1130626,1130703,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130528,113年06月27日,113年07月30日,000100100******,113年08月05日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年07月16日,526,無,無,827,29,1063,無,32,無,無,1139.0元,無,2,無,無,4533.0元,無,無,無,無,無,無,無,4120元,1036,227.0元,無,無,5,無,-10.0元,1112,3631.2元,無,30,汐止收費站,北區泰山,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-95-3418-50-7,新北市汐止區長江街２５４號２樓中電子機房,11308,1384,5893,已繳,1130818,1130829,CZ26,H,1130627,1130729,1130805,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130627,113年07月30日,113年08月29日,000100100******,113年09月04日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年08月16日,684,無,無,724,31,1384,無,29,無,無,1181.0元,無,3,無,無,5612.0元,無,無,無,-39.4元,無,無,無,4451元,1112,281.0元,無,無,5,無,-10.0元,1040,4760.9元,無,33,汐止收費站,北區泰山,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-95-3418-50-7,新北市汐止區長江街２５４號２樓中電子機房,11309,1070,4852,已繳,1130917,1130927,CZ26,H,1130730,1130828,1130904,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130730,113年08月29日,113年09月27日,000100100******,113年10月03日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年09月16日,529,無,無,723,29,1070,無,31,無,無,1181.0元,無,2,無,無,4621.0元,無,無,無,無,無,無,無,4239元,1040,231.0元,無,無,5,無,-10.0元,954,3680.8元,無,30,汐止收費站,北區泰山,,phase 1
#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,02-95-3418-50-7,新北市汐止區長江街２５４號２樓中電子機房,11310,1085,4903,已繳,1131016,1131030,CZ26,H,1130829,1130926,1131003,WZB0,遠通電收股份有限公司,新北市板橋區新站路１６號１５樓,98770235,1130829,113年09月27日,113年10月30日,000100100******,113年11月05日, , ,0,　,電信業(610), ,電力需量營業用,非時間電價,113年10月16日,536,無,無,827,32,1085,無,29,無,無,1181.0元,無,2,無,無,4670.0元,無,無,無,無,無,無,無,3985元,954,233.0元,無,無,5,無,-10.0元,865,3732.4元,無,29,汐止收費站,北區泰山,,phase 1
